filename,label,split,before_path,after_path,text,duration
ai_041.wav,ai,val,/content/before_after_dataset/BEFORE_TRAIN/ai/ai_041.wav,/content/before_after_dataset/AFTER_TRAIN/val/ai/ai_041.wav,The quick brown fox jumps over the lazy dog.,3.48
human_096.wav,human,val,/content/before_after_dataset/BEFORE_TRAIN/human/human_096.wav,/content/before_after_dataset/AFTER_TRAIN/val/human/human_096.wav,Programming languages evolve over time.,3.312
human_023.wav,human,val,/content/before_after_dataset/BEFORE_TRAIN/human/human_023.wav,/content/before_after_dataset/AFTER_TRAIN/val/human/human_023.wav,"Hello, how are you doing today?",2.52
ai_038.wav,ai,val,/content/before_after_dataset/BEFORE_TRAIN/ai/ai_038.wav,/content/before_after_dataset/AFTER_TRAIN/val/ai/ai_038.wav,Virtual reality creates amazing experiences.,3.936
human_045.wav,human,val,/content/before_after_dataset/BEFORE_TRAIN/human/human_045.wav,/content/before_after_dataset/AFTER_TRAIN/val/human/human_045.wav,The weather is beautiful outside today.,3.072
ai_030.wav,ai,val,/content/before_after_dataset/BEFORE_TRAIN/ai/ai_030.wav,/content/before_after_dataset/AFTER_TRAIN/val/ai/ai_030.wav,Natural language processing helps computers unders...,4.584
human_012.wav,human,val,/content/before_after_dataset/BEFORE_TRAIN/human/human_012.wav,/content/before_after_dataset/AFTER_TRAIN/val/human/human_012.wav,Would you like some coffee or tea?,2.544
human_021.wav,human,val,/content/before_after_dataset/BEFORE_TRAIN/human/human_021.wav,/content/before_after_dataset/AFTER_TRAIN/val/human/human_021.wav,The quick brown fox jumps over the lazy dog.,3.72
ai_081.wav,ai,val,/content/before_after_dataset/BEFORE_TRAIN/ai/ai_081.wav,/content/before_after_dataset/AFTER_TRAIN/val/ai/ai_081.wav,The quick brown fox jumps over the lazy dog.,3.48
ai_060.wav,ai,val,/content/before_after_dataset/BEFORE_TRAIN/ai/ai_060.wav,/content/before_after_dataset/AFTER_TRAIN/val/ai/ai_060.wav,The concert starts at exactly eight o'clock.,3.144
human_071.wav,human,val,/content/before_after_dataset/BEFORE_TRAIN/human/human_071.wav,/content/before_after_dataset/AFTER_TRAIN/val/human/human_071.wav,The train arrives at the station on time.,3.192
human_061.wav,human,val,/content/before_after_dataset/BEFORE_TRAIN/human/human_061.wav,/content/before_after_dataset/AFTER_TRAIN/val/human/human_061.wav,The quick brown fox jumps over the lazy dog.,4.176
human_081.wav,human,val,/content/before_after_dataset/BEFORE_TRAIN/human/human_081.wav,/content/before_after_dataset/AFTER_TRAIN/val/human/human_081.wav,The quick brown fox jumps over the lazy dog.,3.72
ai_090.wav,ai,val,/content/before_after_dataset/BEFORE_TRAIN/ai/ai_090.wav,/content/before_after_dataset/AFTER_TRAIN/val/ai/ai_090.wav,Natural language processing helps computers unders...,4.584
human_004.wav,human,val,/content/before_after_dataset/BEFORE_TRAIN/human/human_004.wav,/content/before_after_dataset/AFTER_TRAIN/val/human/human_004.wav,Machine learning can recognize patterns in data.,4.224
human_025.wav,human,val,/content/before_after_dataset/BEFORE_TRAIN/human/human_025.wav,/content/before_after_dataset/AFTER_TRAIN/val/human/human_025.wav,The weather is beautiful outside today.,3.384
ai_047.wav,ai,val,/content/before_after_dataset/BEFORE_TRAIN/ai/ai_047.wav,/content/before_after_dataset/AFTER_TRAIN/val/ai/ai_047.wav,Voice recognition systems are improving daily.,3.504
human_053.wav,human,val,/content/before_after_dataset/BEFORE_TRAIN/human/human_053.wav,/content/before_after_dataset/AFTER_TRAIN/val/human/human_053.wav,Data science requires both skills and creativity.,4.368
human_038.wav,human,val,/content/before_after_dataset/BEFORE_TRAIN/human/human_038.wav,/content/before_after_dataset/AFTER_TRAIN/val/human/human_038.wav,Virtual reality creates amazing experiences.,4.32
human_026.wav,human,val,/content/before_after_dataset/BEFORE_TRAIN/human/human_026.wav,/content/before_after_dataset/AFTER_TRAIN/val/human/human_026.wav,Please pass the salt and pepper to me.,2.928
human_007.wav,human,val,/content/before_after_dataset/BEFORE_TRAIN/human/human_007.wav,/content/before_after_dataset/AFTER_TRAIN/val/human/human_007.wav,Voice recognition systems are improving daily.,4.224
ai_020.wav,ai,val,/content/before_after_dataset/BEFORE_TRAIN/ai/ai_020.wav,/content/before_after_dataset/AFTER_TRAIN/val/ai/ai_020.wav,The concert starts at exactly eight o'clock.,3.144
human_011.wav,human,val,/content/before_after_dataset/BEFORE_TRAIN/human/human_011.wav,/content/before_after_dataset/AFTER_TRAIN/val/human/human_011.wav,The train arrives at the station on time.,3.192
human_035.wav,human,val,/content/before_after_dataset/BEFORE_TRAIN/human/human_035.wav,/content/before_after_dataset/AFTER_TRAIN/val/human/human_035.wav,I need to finish this important report.,2.952
ai_036.wav,ai,val,/content/before_after_dataset/BEFORE_TRAIN/ai/ai_036.wav,/content/before_after_dataset/AFTER_TRAIN/val/ai/ai_036.wav,Programming languages evolve over time.,3.192
ai_097.wav,ai,val,/content/before_after_dataset/BEFORE_TRAIN/ai/ai_097.wav,/content/before_after_dataset/AFTER_TRAIN/val/ai/ai_097.wav,The mountains look beautiful this season.,2.76
human_099.wav,human,test,/content/before_after_dataset/BEFORE_TRAIN/human/human_099.wav,/content/before_after_dataset/AFTER_TRAIN/test/human/human_099.wav,Please remember to save your work regularly.,3.384
human_030.wav,human,test,/content/before_after_dataset/BEFORE_TRAIN/human/human_030.wav,/content/before_after_dataset/AFTER_TRAIN/test/human/human_030.wav,Natural language processing helps computers unders...,4.872
ai_098.wav,ai,test,/content/before_after_dataset/BEFORE_TRAIN/ai/ai_098.wav,/content/before_after_dataset/AFTER_TRAIN/test/ai/ai_098.wav,Virtual reality creates amazing experiences.,3.936
ai_045.wav,ai,test,/content/before_after_dataset/BEFORE_TRAIN/ai/ai_045.wav,/content/before_after_dataset/AFTER_TRAIN/test/ai/ai_045.wav,The weather is beautiful outside today.,2.808
human_067.wav,human,test,/content/before_after_dataset/BEFORE_TRAIN/human/human_067.wav,/content/before_after_dataset/AFTER_TRAIN/test/human/human_067.wav,Voice recognition systems are improving daily.,4.224
human_024.wav,human,test,/content/before_after_dataset/BEFORE_TRAIN/human/human_024.wav,/content/before_after_dataset/AFTER_TRAIN/test/human/human_024.wav,Machine learning can recognize patterns in data.,3.792
ai_092.wav,ai,test,/content/before_after_dataset/BEFORE_TRAIN/ai/ai_092.wav,/content/before_after_dataset/AFTER_TRAIN/test/ai/ai_092.wav,Would you like some coffee or tea?,2.424
ai_002.wav,ai,test,/content/before_after_dataset/BEFORE_TRAIN/ai/ai_002.wav,/content/before_after_dataset/AFTER_TRAIN/test/ai/ai_002.wav,Artificial intelligence is transforming technology...,3.96
human_087.wav,human,test,/content/before_after_dataset/BEFORE_TRAIN/human/human_087.wav,/content/before_after_dataset/AFTER_TRAIN/test/human/human_087.wav,Voice recognition systems are improving daily.,3.744
human_057.wav,human,test,/content/before_after_dataset/BEFORE_TRAIN/human/human_057.wav,/content/before_after_dataset/AFTER_TRAIN/test/human/human_057.wav,The mountains look beautiful this season.,3.12
ai_013.wav,ai,test,/content/before_after_dataset/BEFORE_TRAIN/ai/ai_013.wav,/content/before_after_dataset/AFTER_TRAIN/test/ai/ai_013.wav,Data science requires both skills and creativity.,3.888
ai_046.wav,ai,test,/content/before_after_dataset/BEFORE_TRAIN/ai/ai_046.wav,/content/before_after_dataset/AFTER_TRAIN/test/ai/ai_046.wav,Please pass the salt and pepper to me.,2.688
ai_085.wav,ai,test,/content/before_after_dataset/BEFORE_TRAIN/ai/ai_085.wav,/content/before_after_dataset/AFTER_TRAIN/test/ai/ai_085.wav,The weather is beautiful outside today.,2.808
human_020.wav,human,test,/content/before_after_dataset/BEFORE_TRAIN/human/human_020.wav,/content/before_after_dataset/AFTER_TRAIN/test/human/human_020.wav,The concert starts at exactly eight o'clock.,3.432
human_091.wav,human,test,/content/before_after_dataset/BEFORE_TRAIN/human/human_091.wav,/content/before_after_dataset/AFTER_TRAIN/test/human/human_091.wav,The train arrives at the station on time.,3.576
human_073.wav,human,test,/content/before_after_dataset/BEFORE_TRAIN/human/human_073.wav,/content/before_after_dataset/AFTER_TRAIN/test/human/human_073.wav,Data science requires both skills and creativity.,4.704
human_046.wav,human,test,/content/before_after_dataset/BEFORE_TRAIN/human/human_046.wav,/content/before_after_dataset/AFTER_TRAIN/test/human/human_046.wav,Please pass the salt and pepper to me.,3.24
ai_071.wav,ai,test,/content/before_after_dataset/BEFORE_TRAIN/ai/ai_071.wav,/content/before_after_dataset/AFTER_TRAIN/test/ai/ai_071.wav,The train arrives at the station on time.,2.976
ai_004.wav,ai,test,/content/before_after_dataset/BEFORE_TRAIN/ai/ai_004.wav,/content/before_after_dataset/AFTER_TRAIN/test/ai/ai_004.wav,Machine learning can recognize patterns in data.,3.504
ai_067.wav,ai,test,/content/before_after_dataset/BEFORE_TRAIN/ai/ai_067.wav,/content/before_after_dataset/AFTER_TRAIN/test/ai/ai_067.wav,Voice recognition systems are improving daily.,3.504
ai_096.wav,ai,test,/content/before_after_dataset/BEFORE_TRAIN/ai/ai_096.wav,/content/before_after_dataset/AFTER_TRAIN/test/ai/ai_096.wav,Programming languages evolve over time.,3.192
ai_063.wav,ai,test,/content/before_after_dataset/BEFORE_TRAIN/ai/ai_063.wav,/content/before_after_dataset/AFTER_TRAIN/test/ai/ai_063.wav,"Hello, how are you doing today?",2.448
ai_064.wav,ai,test,/content/before_after_dataset/BEFORE_TRAIN/ai/ai_064.wav,/content/before_after_dataset/AFTER_TRAIN/test/ai/ai_064.wav,Machine learning can recognize patterns in data.,3.504
human_069.wav,human,test,/content/before_after_dataset/BEFORE_TRAIN/human/human_069.wav,/content/before_after_dataset/AFTER_TRAIN/test/human/human_069.wav,Could you please repeat that again?,2.472
human_074.wav,human,test,/content/before_after_dataset/BEFORE_TRAIN/human/human_074.wav,/content/before_after_dataset/AFTER_TRAIN/test/human/human_074.wav,The project deadline is next Friday.,3.168
ai_057.wav,ai,test,/content/before_after_dataset/BEFORE_TRAIN/ai/ai_057.wav,/content/before_after_dataset/AFTER_TRAIN/test/ai/ai_057.wav,The mountains look beautiful this season.,2.76
ai_033.wav,ai,test,/content/before_after_dataset/BEFORE_TRAIN/ai/ai_033.wav,/content/before_after_dataset/AFTER_TRAIN/test/ai/ai_033.wav,Data science requires both skills and creativity.,3.888
ai_017.wav,ai,test,/content/before_after_dataset/BEFORE_TRAIN/ai/ai_017.wav,/content/before_after_dataset/AFTER_TRAIN/test/ai/ai_017.wav,The mountains look beautiful this season.,2.76
ai_049.wav,ai,test,/content/before_after_dataset/BEFORE_TRAIN/ai/ai_049.wav,/content/before_after_dataset/AFTER_TRAIN/test/ai/ai_049.wav,Could you please repeat that again?,2.328
ai_074.wav,ai,test,/content/before_after_dataset/BEFORE_TRAIN/ai/ai_074.wav,/content/before_after_dataset/AFTER_TRAIN/test/ai/ai_074.wav,The project deadline is next Friday.,2.928
